1001	19881115	177	73340 	 	    		
1002	19911220	181	70538
1003	19880426	179	69542
1004	19670523	175	72748
1005	19580329	178	73051
1006	19920417	179	69944
1007	19840404	171	62097
1008	19761024	182	82662
1009	19770312	181	75834
1010	19560229	179	83396
1011	19981114	175	70194
1012	19611107	165	59923
1013	19670104	180	79004
1014	19600726	181	80312
1015	19811004	173	57966
1016	19871022	182	75716
1017	19891229	157	54289
1018	19580912	181	73702
1019	19651004	193	93633
1020	19960418	179	76232
1021	19910908	183	80112
1022	19591024	181	73226
1023	19890820	189	81470
1024	19980717	180	76992
1025	19621016	172	60379
1026	19610213	181	81558
1027	19740718	184	80226
1028	19770228	171	66773
1029	19620218	168	71340
1030	19711007	195	94015
1031	19730130	162	50886
1032	19941103	174	66040
1033	19890211	171	66003
1034	19591218	182	75194
1035	19800326	185	71431
1036	19860311	185	88499
1037	19770311	168	68469
1038	19961017	180	65637
1039	19760607	177	70315
1040	19581021	191	82602
1041	19860729	181	74710
1042	19620603	158	48595
1043	19590529	157	52589
1044	19830828	181	75670
1045	19950707	185	88629
1046	19940204	169	58018
1047	19920715	183	73812
1048	19690711	172	70867
1049	19951013	194	91627
1050	19580629	193	89800
1051	19550624	172	66838
1052	19841111	175	63034
1053	19940614	185	72776
1054	19950106	202	104882
1055	19640209	178	70136
1056	19740612	188	86810
1057	19931001	160	54037
1058	19740918	175	69230
1059	19841231	175	73075
1060	19570219	189	79164
1061	19760710	188	87346
1062	19791129	190	80307
1063	19711007	175	64288
1064	19720416	167	58537
1065	19730114	162	58157
1066	19650509	176	79333
1067	19590126	173	74814
1068	19920729	188	80550
1069	19980628	173	69157
1070	19800609	188	80553
1071	19591106	189	80712
1072	19890415	161	49287
1073	19990609	182	84006
1074	19901020	167	60261
1075	19580902	177	72196
1076	19760728	173	71966
1077	19880920	194	85824
1078	19890809	186	86569
1079	19560804	172	63154
1080	19750411	169	55183
1081	19850625	177	81795
1082	19890714	184	81453
1083	19771007	153	55445
1084	19851114	175	74465
1085	19890214	163	57442
1086	19971216	187	83542
1087	19550214	168	71051
1088	19771127	161	54755
1089	19580426	169	67608
1090	19811221	180	81651
1091	19810716	190	79207
1092	19631209	180	80437
1093	19870117	176	71674
1094	19590731	168	66836
1095	19651012	174	62159
1096	19590806	177	75972
1097	19770529	176	75406
1098	19791022	173	73042
1099	19740625	177	70524
1100	19900522	166	64235
1101	19660930	181	69973
1102	19900831	181	73481
